"method","mean_sd_across_controls","max_sd","median_range"
"SVR",0.346320076833375,0.854918010915824,0.702068191897005
"BVR",0.37769474319575,0.737096728634343,0.912425296895632
"OLS",0.717040876219784,1.86865107394425,1.19167002842661
