"band","post_len","mean","median","lower","upper"
"Treated_Core",12,23.1123301042709,23.1220089115093,20.7611035738588,25.4285458796749
"Treated_Band_5km",12,-2.23077611973549,-2.16596294116959,-4.83814391464781,0.0985027598545237
"Treated_Band_10km",12,-0.329308087646611,-0.341020726765042,-2.712076479207,2.0453251083846
"Treated_Band_15km",12,-0.689783681312453,-0.620344592223739,-3.28631564970234,1.50766471314605
"Treated_Band_20km",12,1.72084133703391,1.7151514673219,-0.629514760572376,4.05256294288565
