"stat","BSC","BVR","OLS","SC","SMAC","SR"
"pre_RMSPE",0.675761767869669,0.16404020751597,7.50060084220629e-15,0.337899543003003,0.190464943222852,0.529901828164471
"pre_R2",0.47948806119058,0.963061221392217,1,0.83388467146561,0.948918327022576,0.605862248174003
"post_estimate",8.85087967074438,8.21202532143649,-9.13197987201049,7.60830411262642,8.31324245886461,8.41287302990191
"post_CI_width",3.56369719478679,13.5897058592105,NA,NA,6.72529722976131,NA
"post_RMSPE",7.46132998176272,7.5651939509286,27.5519987288977,7.89860442873398,7.46772682495463,7.586272927836
"ratio",33.2416595473224,79.540214386196,4365565585048490,45.9908130636704,67.2628004238465,30.7137351184738
"pre_MAE",0.579545338593208,0.134418720255487,5.48320069904129e-15,0.272641031995123,0.16226282743407,0.45473760966873
"pre_ci_width",2.99012865743914,2.69622438516271,NA,NA,1.50132170638793,NA
"pre_coverage",0.9875,1,NA,NA,0.9875,NA
