"method","mean_sd_across_controls","max_sd","median_range"
"SVR",0.16008575377885,0.326808422223507,0.356233440707676
"BVR",0.231028283591194,0.388876590524615,0.54615088990346
"OLS",6.49106881192111,22.9665062879419,10.3402088170341
