"band","post_len","mean","median","lower","upper"
"Treated_Core",12,23.8362281560594,23.8702566208746,19.7504366395166,27.9324872382247
"Treated_Band_5km",12,-7.44459729397933,-7.2064394608403,-12.2964528756755,-3.79899520550394
"Treated_Band_10km",12,-2.08633380109553,-1.97648180359469,-6.2170119851494,1.5437378511999
"Treated_Band_15km",12,1.37064844143256,1.52487456094665,-3.02032534594707,4.99915753268785
"Treated_Band_20km",12,0.289021181119546,0.198908499425482,-3.41737567007004,4.35501084756249
