"stat","BSC","BVR","OLS","SC","SMAC","SR"
"pre_RMSPE",0.469308649631196,0.200545428366074,0.16909026473274,0.327899634200465,0.217400120557298,0.250476318952351
"pre_R2",0.673873348866674,0.918452112704807,0.947357716392769,0.789910161597173,0.917210962715419,0.89538183877561
"post_estimate",11.0004138727438,9.19120160560648,8.72646432698565,10.3609183160241,9.50337714909186,9.83442258216764
"post_CI_width",2.93847699271593,5.78304607874816,2.75696334899605,NA,3.7491224902652,NA
"post_RMSPE",6.7911605896756,8.13360876758292,9.05873359471781,7.35282449520454,7.8120684156729,7.4241636953154
"ratio",31.711400854533,63.681568946905,71.9810316097581,42.7910476856347,59.7095601428988,48.2937900630387
"pre_MAE",0.401564648593505,0.168918181369567,0.1298490988496,0.267248717393314,0.17991062897853,0.206156744189548
"pre_ci_width",2.435404406418,2.52493499533017,0,NA,1.64235718845123,NA
"pre_coverage",1,1,0,NA,0.9875,NA
